College,Latitude,Longitude,City,State
Oklahoma Baptist University,35.3272928,-96.9253004,Shawnee,OK
University of Akron,41.081199,-81.51883769999999,Akron,OH
University of Tennessee Martin,36.3433965,-88.8503379,Martin,TN
Webber International University,27.8319708,-81.5222974,Babson Park,FL
Stephens College,38.9517053,-92.3340724,Columbia,MO
Notre Dame de Namur,37.5202145,-122.2758008,Belmont,CA
Defiance College,41.2844933,-84.3557802,Defiance,OH
"University of Pittsburgh, Bradford",41.9564953,-78.649163,Bradford,PA
Massachusetts College of Liberal Arts,42.4072107,-71.3824374,,MA
Hagerstown Community College,39.6417629,-77.71999319999999,Hagerstown,MD
Pima Community College,32.2539787,-110.9741769,Tucson,AZ
Hesston College,38.1383437,-97.43142669999999,Hesston,KS
Hesston College,38.1383437,-97.43142669999999,Hesston,KS
Roberts Wesleyan University,43.15657789999999,-77.6088465,Rochester,NY
Lindenwood University (Illinois),38.5200504,-89.9839935,Belleville,IL
North Central University (Minnesota),44.977753,-93.2650108,Minneapolis,MN
Bucks County Community College,40.2283371,-74.9322596,Newtown,PA
University Of Maryland Eastern Shore,39.0457549,-76.64127119999999,,MD
Broward College,26.1224386,-80.13731740000001,Fort Lauderdale,FL
Vaughn College,40.7660427,-73.8758704,Queens,NY
Community College Of Philadelphia,39.9525839,-75.1652215,Philadelphia,PA
Waubonsee Comm. College,41.7614181,-88.443686,Sugar Grove,IL
Miami University at Middletown,39.5150576,-84.39827629999999,Middletown,OH
Pierce College,34.0549076,-118.242643,Los Angeles,CA
Palomar College,33.1433723,-117.1661449,San Marcos,CA
Monterey Peninsula College,36.6002378,-121.8946761,Monterey,CA
ASA College - Miami,25.9331488,-80.1625463,North Miami Beach,FL
University of Detroit Mercy,42.331427,-83.0457538,Detroit,MI
Pacific Lutheran University,47.2528768,-122.4442906,Tacoma,WA
Bryant & Stratton College - Wisconsin,43.0431584,-88.0508617,Wauwatosa,WI
Hudson Valley Community College,42.6956521,-73.6869188,Troy,NY
Universal Tennis College Corner,33.7501275,-84.3885209,Atlanta,GA
UT Example College 2,37.7749295,-122.4194155,San Francisco,CA
UT Example College,37.4418834,-122.1430195,Palo Alto,CA
Lewis & Clark Community College,38.9512551,-90.19260949999999,Godfrey,IL
St. Louis College of Pharmacy,38.6270025,-90.19940419999999,St. Louis,MO
Winthrop University,34.9248667,-81.02507840000001,Rock Hill,SC
Bond University,-28.0731557,153.4166758,Robina,QLD
University of Pittsburgh at Greensburg,40.3014581,-79.5389289,Greensburg,PA
Spartanburg Methodist College,34.9515959,-81.9327167,Spartanburg,SC
Spartanburg Methodist College,34.9515959,-81.9327167,Spartanburg,SC
York University,43.653226,-79.3831843,Toronto,ON
Diablo Valley College,37.9479786,-122.0607963,Pleasant Hill,CA
Concordia College - New York,40.93815439999999,-73.8320784,Bronxville,NY
Western Kentucky University,36.9685219,-86.4808043,Bowling Green,KY
Caldwell University,40.8389509,-74.2750034,Caldwell,NJ
New Jersey City University,40.7195342,-74.0430133,Jersey City,NJ
University of Minnesota,44.977753,-93.2650108,Minneapolis,MN
Truman State University,40.19475389999999,-92.5832496,Kirksville,MO
University of Rhode Island,41.48037910000001,-71.52255980000001,South Kingstown,RI
Georgia Southwestern State,32.0723861,-84.23268759999999,Americus,GA
Western Illinois University,40.4592076,-90.67179709999999,Macomb,IL
University of Pittsburgh,40.44062479999999,-79.9958864,Pittsburgh,PA
Savannah State University,32.0808989,-81.091203,Savannah,GA
University of St. Thomas,44.9537029,-93.0899578,Saint Paul,MN
Glendale Community College (Ariz.),33.5386523,-112.1859866,Glendale,AZ
Bryn Athyn College,40.1314988,-75.06739379999999,Bryn Athyn,PA
University of Saint Katherine,33.1433723,-117.1661449,San Marcos,CA
Bellevue College,47.5848908,-122.1481177,Bellevue,WA
Utah Tech University,37.0965278,-113.5684164,St. George,UT
ASA College - Miami,25.9331488,-80.1625463,North Miami Beach,FL
Florida Palms University,25.7891189,-80.1895117,Miami,FL
Sierra College,38.7907339,-121.2357828,Rocklin,CA
New College of Florida,27.3856836,-82.5586785,Sarasota,FL
South Dakota State University,44.3113573,-96.79838769999999,Brookings,SD
Florida Tech,28.0836269,-80.60810889999999,Melbourne,FL
Webber International University,27.8319708,-81.5222974,Babson Park,FL
Southern Utah University,37.67747689999999,-113.0618931,Cedar City,UT
Beloit College,42.5083482,-89.03177649999999,Beloit,WI
Holy Family University,39.9525839,-75.1652215,Philadelphia,PA
Clayton State University,33.5831662,-84.33936829999999,Morrow,GA
College of Staten Island,40.5795317,-74.1502007,Staten Island,NY
Rutgers University - Newark,40.735657,-74.1723667,Newark,NJ
"University of Pittsburgh, Bradford",41.9564953,-78.649163,Bradford,PA
Becker College,42.2625932,-71.8022934,Worcester,MA
Massachusetts College of Liberal Arts,42.4072107,-71.3824374,,MA
Mount St. Joseph University,39.1031182,-84.5120196,Cincinnati,OH
Johnson State College,44.6400507,-72.66150809999999,East Johnson,VT
Johnson State College,44.6400507,-72.66150809999999,East Johnson,VT
Georgia Perimeter College,33.9462125,-84.3346473,Dunwoody,GA
Worcester State University,42.2625932,-71.8022934,Worcester,MA
Green Mountain College (Vt.),44.5588028,-72.57784149999999,,VT
Suffolk County Community College-Selden,40.8664873,-73.0356625,Selden,NY
Community College of Rhode Island,41.7001009,-71.4161671,Warwick,RI
San Diego Mesa College,32.715738,-117.1610838,San Diego,CA
Florida State College at Jacksonville,30.3321838,-81.65565099999999,Jacksonville,FL
Rend Lake College,38.1511606,-88.9039554,Ina,IL
St. Louis College of Pharmacy,38.6270025,-90.19940419999999,St. Louis,MO
St. Catharine College,37.7086731,-85.25773749999999,Saint Catharine,KY
Southern Wesleyan University,34.7242749,-82.7812526,Central,SC
University Of Maryland Eastern Shore,39.0457549,-76.64127119999999,,MD
Waubonsee Comm. College,41.7614181,-88.443686,Sugar Grove,IL
Miami University at Middletown,39.5150576,-84.39827629999999,Middletown,OH
Rock Valley College,42.2711311,-89.0939952,Rockford,IL
Cabrillo College,36.977172900000014,-121.8994016,Aptos,CA
Antelope Valley College,34.703947,-118.1481016,Lancaster,CA
De Anza College,37.3229978,-122.0321823,Cupertino,CA
Fontbonne University,38.6270025,-90.19940419999999,St. Louis,MO
ASA College - New York,40.7127753,-74.0059728,New York,NY
Heidelberg University,41.1144992,-83.1779746,Tiffin,OH
Heidelberg University,41.1144992,-83.1779746,Tiffin,OH
Southern Illinois University,37.7272727,-89.2167501,Carbondale,IL
Concordia University (Neb.),41.4925374,-99.9018131,,NE
Melbourne University,-37.7962849,144.9598069,Parkville,VIC
South Dakota State University,44.3113573,-96.79838769999999,Brookings,SD
Webber International University,27.8319708,-81.5222974,Babson Park,FL
Florida Tech,28.0836269,-80.60810889999999,Melbourne,FL
Beloit College,42.5083482,-89.03177649999999,Beloit,WI
Holy Family University,39.9525839,-75.1652215,Philadelphia,PA
Clayton State University,33.5831662,-84.33936829999999,Morrow,GA
New College of Florida,27.3856836,-82.5586785,Sarasota,FL
Bryant & Stratton College - Wisconsin,43.0431584,-88.0508617,Wauwatosa,WI
University of Wollongong,-34.40795689999999,150.877135,,NSW
University of New England,43.4539496,-70.3887187,Biddeford,ME
Saint Peter's University,40.7195342,-74.0430133,Jersey City,NJ
George Washington University,38.9071923,-77.0368707,Washington,DC
American International College,42.1014831,-72.589811,Springfield,MA
Utica University,43.100903,-75.232664,Utica,NY
College of the Desert,33.7222445,-116.3744556,Palm Desert,CA
Santa Barbara City College,34.1761133,-118.8487793,Thousand Oaks,CA
Moraine Valley Community College,41.6966992,-87.8169984,Palos Hills,IL
Mission College,37.3541079,-121.9552356,Santa Clara,CA
Cosumnes River College,38.5781342,-121.4944209,Sacramento,CA
HCC - Pickleball,27.9762328,-82.5093014,Tampa,FL
Milwaukee Area Technical College,43.0389025,-87.9064736,Milwaukee,WI
University of Sydney,-33.8877655,151.1883894,Camperdown,NSW
Notre Dame College,41.5231076,-81.5184553,South Euclid,OH
New College of Florida,27.3856836,-82.5586785,Sarasota,FL
Spokane Community College,47.6579711,-117.4235319,Spokane,WA
University of Arkansas Pine Bluff,34.224908,-92.0033977,Pine Bluff,AR
Morehead State University,38.1839705,-83.4326841,Morehead,KY
Vincennes University,38.677269,-87.5286325,Vincennes,IN
University of South Carolina Upstate,34.9515959,-81.9327167,Spartanburg,SC
University of Arkansas Pine Bluff,34.224908,-92.0033977,Pine Bluff,AR
University of Alabama in Huntsville,34.7303688,-86.5861037,Huntsville,AL
Johnson County Community College,38.9822282,-94.6707917,Overland Park,KS
University at Albany,42.6525793,-73.7562317,Albany,NY
Tougaloo College,32.3984904,-90.15652089999999,Jackson,MS
College of DuPage,41.8775293,-88.0670118,Glen Ellyn,IL
Fayetteville State University,35.0523673,-78.87837739999999,Fayetteville,NC
Upper Iowa University,42.84192549999999,-91.8021071,Fayette,IA
Cabrini University,40.043912,-75.3754599,,PA
Elmira College,42.0897965,-76.8077338,Elmira,NY
Anna Maria College,42.3114889,-71.9278427,Paxton,MA
Muskingum University,39.9936837,-81.73401679999999,New Concord,OH
Muskingum University,39.9936837,-81.73401679999999,New Concord,OH
College of Saint Elizabeth,40.79676670000001,-74.4815438,Morristown,NJ
College of Saint Elizabeth,40.79676670000001,-74.4815438,Morristown,NJ
Saint Joseph's College (IN),40.5512165,-85.60236429999999,,IN
East Central University,34.774531,-96.6783449,Ada,OK
Wesleyan College (Georgia),32.8406946,-83.6324022,Macon,GA
Eastern Arizona College,32.8492323,-109.7592479,Thatcher,AZ
Roberts Wesleyan University,43.15657789999999,-77.6088465,Rochester,NY
North Central University (Minnesota),44.977753,-93.2650108,Minneapolis,MN
Bethany College,40.205627,-80.55673840000001,Bethany,WV
Bergen Community College,40.9445428,-74.0754189,Paramus,NJ
Alderson Broaddus College,39.1523198,-80.0403578,Philippi,WV
Southwestern Christian University,35.5186678,-97.63226390000001,Bethany,OK
Northampton Community College,40.6259316,-75.37045789999999,Bethlehem,PA
Santa Rosa Jr College,38.440429,-122.7140548,Santa Rosa,CA
Cabrillo College,36.977172900000014,-121.8994016,Aptos,CA
Shasta Tehama Trinity Jc,40.5865396,-122.3916754,Redding,CA
Shasta Tehama Trinity Jc,40.5865396,-122.3916754,Redding,CA
Cuyamaca College,36.778261,-119.4179324,,CA
Delaware Valley University,40.3101063,-75.1298939,Doylestown,PA
Rockland Community College,41.1148179,-74.1495889,Suffern,NY
Culinary Institute Of America,41.7846911,-73.9332993,Hyde Park,NY
Culinary Institute Of America,41.7846911,-73.9332993,Hyde Park,NY
Mount Mary University,43.0389025,-87.9064736,Milwaukee,WI
St. Joseph's College (Brooklyn),40.6781784,-73.9441579,Brooklyn,NY
Ohio Christian University,39.600618,-82.9460133,Circleville,OH
Ocean County College,40.0083629,-74.16546079999999,Toms River,NJ
Belhaven (Miss.),32.3198083,-90.16934719999999,Jackson,MS
South Dakota State University,44.3113573,-96.79838769999999,Brookings,SD
College of DuPage,41.8775293,-88.0670118,Glen Ellyn,IL
Centenary College,32.5251516,-93.7501789,Shreveport,LA
Cypress College,33.8169366,-118.0368507,Cypress,CA
Porterville College,36.0490616,-119.0141551,Porterville,CA
Mohawk Valley Community College,43.0780047,-75.2177317,Utica,NY
Hudson Valley Community College,42.6956521,-73.6869188,Troy,NY
Fashion Institute of Technology,40.7472834,-73.9948531,New York,NY
Suffolk County Community College-Selden,40.8470003,-73.0538644,Selden,NY
PacificPine Sports,22.6389999,114.03517,Shenzhen,
University of New England,43.4539496,-70.3887187,Biddeford,ME
Lewis & Clark Community College,38.9512551,-90.19260949999999,Godfrey,IL
University of Missouri–Kansas City,39.0997265,-94.5785667,Kansas City,MO
Delaware State University,39.158168,-75.5243682,Dover,DE
Virginia Union University,37.5407246,-77.4360481,Richmond,VA
Foothill College,37.3796627,-122.1374637,Los Altos Hills,CA
D'Youville College,42.88644679999999,-78.8783689,Buffalo,NY
Livingstone College,35.6709727,-80.4742261,Salisbury,NC
Central Alabama Community College,32.944012,-85.9538532,Alexander City,AL
"University of Puerto Rico, Piedras",18.4181706,-66.0767249,San Juan,San Juan
University of the Sciences (Pa.),39.9525839,-75.1652215,Philadelphia,PA
Sage Colleges,42.6525793,-73.7562317,Albany,NY
"Fairleigh Dickinson University, Madison",40.8845222,-74.00798209999999,Teaneck Township,NJ
New Mexico Military Institute,33.3942528,-104.5226958,Roswell,NM
East Carolina University,35.612661,-77.3663538,Greenville,NC
University of the Southwest,32.7026116,-103.1360403,Hobbs,NM
Taylor University,40.4755974,-85.4944168,Upland,IN
University of Wollongong,-34.40795689999999,150.877135,,NSW
Ohlone College,37.52933409999999,-121.9145627,Fremont,CA
Macquarie University,-33.7750444,151.11313,Macquarie Park,NSW
Brewton-Parker College,32.1785145,-82.5945783,Mount Vernon,GA
Taylor University,40.4755974,-85.4944168,Upland,IN
Sonoma State University,38.3396367,-122.7010984,Rohnert Park,CA
Johnson County Community College,38.9822282,-94.6707917,Overland Park,KS
New York Institute of Technology,40.7887113,-73.5995717,Old Westbury,NY
New York Institute of Technology,40.7887113,-73.5995717,Old Westbury,NY
Concord University,37.4223414,-81.0161994,Athens,WV
Colorado Christian University,39.7047095,-105.0813734,Lakewood,CO
Colorado Christian University,39.7047095,-105.0813734,Lakewood,CO
Greensboro College,36.0725632,-79.791534,Greensboro,NC
Cheyney University,39.9183893,-75.5101999,,PA
Florida Community College,29.1871986,-82.14009229999999,Ocala,FL
Mitchell College,41.3556539,-72.0995209,New London,CT
Defiance College,41.2844933,-84.3557802,Defiance,OH
Newbury College,42.33176419999999,-71.1211635,Brookline,MA
Newbury College,42.33176419999999,-71.1211635,Brookline,MA
Georgia Perimeter College,33.9462125,-84.3346473,Dunwoody,GA
Saint Joseph's College (IN),40.5512165,-85.60236429999999,,IN
Mills College (Calif.),37.8043514,-122.2711639,Oakland,CA
Southern Nazarene University,35.5186678,-97.63226390000001,Bethany,OK
Centenary College,32.5251516,-93.7501789,Shreveport,LA
Robert Morris University (Illinois),41.8781136,-87.6297982,Chicago,IL
Cerritos College,33.9022367,-118.081733,Norwalk,CA
Southwestern Christian University,35.5186678,-97.63226390000001,Bethany,OK
Vaughn College,40.7660427,-73.8758704,Queens,NY
Illinois Valley Community College,41.2953126,-89.0595266,Oglesby,IL
Illinois Valley Community College,41.2953126,-89.0595266,Oglesby,IL
Gwynedd Mercy University,40.1848419,-75.24877479999999,Gwynedd Valley,PA
Gwynedd Mercy University,40.1848419,-75.24877479999999,Gwynedd Valley,PA
Lackawanna College,41.408969,-75.66241219999999,Scranton,PA
Santa Rosa Jr College,38.440429,-122.7140548,Santa Rosa,CA
Santa Monica College,34.0194543,-118.4911912,Santa Monica,CA
Rochester College,42.65836609999999,-83.1499322,Rochester Hills,MI
Delaware Valley University,40.3101063,-75.1298939,Doylestown,PA
Fontbonne University,38.6270025,-90.19940419999999,St. Louis,MO
ASA College - New York,40.7127753,-74.0059728,New York,NY
Ohio Christian University,39.600618,-82.9460133,Circleville,OH
Belhaven (Miss.),32.3198083,-90.16934719999999,Jackson,MS
"University Of Puerto Rico, Bayamon",18.3824458,-66.1458297,Bayamon,PR
Oklahoma Baptist University,35.3272928,-96.9253004,Shawnee,OK
University of Northern Colorado,40.4233142,-104.7091322,Greeley,CO
La Salle University,39.9525839,-75.1652215,Philadelphia,PA
"University of South Carolina, Aiken",33.5604168,-81.7195533,Aiken,SC
Wright State University,39.7589478,-84.1916069,Dayton,OH
Seminole State College (Oklahoma),35.2245201,-96.67057299999999,Seminole,OK
University of Sydney,-33.8877655,151.1883894,Camperdown,NSW
Loughborough University,52.7650253,-1.2320904,,England
Milwaukee Area Technical College,43.0389025,-87.9064736,Milwaukee,WI
Macquarie University,-33.7750444,151.11313,Macquarie Park,NSW
UT Example College 2,37.7749295,-122.4194155,San Francisco,CA
Porterville College,36.0490616,-119.0141551,Porterville,CA
Fashion Institute of Technology,40.7472834,-73.9948531,New York,NY
Rutgers University - Newark,40.735657,-74.1723667,Newark,NJ
Dominican University,41.8939617,-87.81984779999999,River Forest,IL
Lock Haven University,41.1407091,-77.4611467,Lock Haven,PA
Florida Tech,28.0836269,-80.60810889999999,Melbourne,FL
"Fairleigh Dickinson University, Madison",40.8845222,-74.00798209999999,Teaneck Township,NJ
Caldwell University,40.8389509,-74.2750034,Caldwell,NJ
University of Alabama in Huntsville,34.7303688,-86.5861037,Huntsville,AL
Sauk Valley Community College,41.8389213,-89.47954779999999,Dixon,IL
University of Iowa,41.6578257,-91.53461689999999,Iowa City,IA
Bluefield University,37.252617,-81.2712105,Bluefield,VA
Loughborough University,52.7650253,-1.2320904,,England
Camden County College,40.0583238,-74.4056612,,NJ
Alice Lloyd College,37.3344951,-82.8770547,Pippa Passes,KY
Colorado State University-Pueblo,38.2705996,-104.6101033,Pueblo,CO
Valparaiso University,41.4730948,-87.0611412,Valparaiso,IN
Wentworth Institute of Technology,42.3600825,-71.0588801,Boston,MA
Irvine Valley College,33.6845673,-117.8265049,Irvine,CA
Colorado State University-Pueblo,38.2705996,-104.6101033,Pueblo,CO
Louisiana College,30.5190775,-91.5208624,,LA
Bellevue College,47.58566889999999,-122.1472223,Bellevue,WA
